"Food_Code","Main_Food_Description","Subcode_Description","WWEIA_Category_Description","Portion_Description","Portion_Weight_(g)"
"58164520","rice, white, with cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","cup","204"
"58164520","rice, white, with cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","quantity not specified","153"
"58164530","rice, white, with gravy, ns as to fat",NA,"rice mixed dishes","cup","237"
"58164530","rice, white, with gravy, ns as to fat",NA,"rice mixed dishes","quantity not specified","178"
"58164540","rice, white, with gravy, no added fat",NA,"rice mixed dishes","cup","237"
"58164540","rice, white, with gravy, no added fat",NA,"rice mixed dishes","quantity not specified","178"
"58164550","rice, white, with gravy, fat added",NA,"rice mixed dishes","cup","237"
"58164550","rice, white, with gravy, fat added",NA,"rice mixed dishes","quantity not specified","178"
"58164560","rice, white, with soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","cup","237"
"58164560","rice, white, with soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58164570","rice, white, with soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","cup","237"
"58164570","rice, white, with soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58164580","rice, white, with soy-based sauce, fat added",NA,"fried rice and lo/chow mein","cup","237"
"58164580","rice, white, with soy-based sauce, fat added",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58164800","rice, brown, with cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","cup","282"
"58164800","rice, brown, with cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","quantity not specified","212"
"58164810","rice, brown, with cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","cup","277"
"58164810","rice, brown, with cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","quantity not specified","208"
"58164820","rice, brown, with cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","cup","282"
"58164820","rice, brown, with cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","quantity not specified","212"
"58164830","rice, brown, with gravy, ns as to fat",NA,"rice mixed dishes","cup","237"
"58164830","rice, brown, with gravy, ns as to fat",NA,"rice mixed dishes","quantity not specified","178"
"58164840","rice, brown, with gravy, no added fat",NA,"rice mixed dishes","cup","237"
"58164840","rice, brown, with gravy, no added fat",NA,"rice mixed dishes","quantity not specified","178"
"58164850","rice, brown, with gravy, fat added",NA,"rice mixed dishes","cup","237"
"58164850","rice, brown, with gravy, fat added",NA,"rice mixed dishes","quantity not specified","178"
"58164860","rice, brown, with soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","cup","237"
"58164860","rice, brown, with soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58164870","rice, brown, with soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","cup","237"
"58164870","rice, brown, with soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58164880","rice, brown, with soy-based sauce, fat added",NA,"fried rice and lo/chow mein","cup","237"
"58164880","rice, brown, with soy-based sauce, fat added",NA,"fried rice and lo/chow mein","quantity not specified","237"
"58165000","rice, white, with vegetables, cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","cup","261"
"58165000","rice, white, with vegetables, cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","quantity not specified","196"
"58165010","rice, white, with vegetables, cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","cup","258"
"58165010","rice, white, with vegetables, cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","quantity not specified","194"
"58165020","rice, white, with vegetables, cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","cup","262"
"58165020","rice, white, with vegetables, cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","quantity not specified","196"
"58165030","rice, white, with vegetables and gravy, ns as to fat",NA,"rice mixed dishes","cup","260"
"58165030","rice, white, with vegetables and gravy, ns as to fat",NA,"rice mixed dishes","quantity not specified","195"
"58165040","rice, white, with vegetables and gravy, no added fat",NA,"rice mixed dishes","cup","256"
"58165040","rice, white, with vegetables and gravy, no added fat",NA,"rice mixed dishes","quantity not specified","192"
"58165050","rice, white, with vegetables and gravy, fat added",NA,"rice mixed dishes","cup","260"
"58165050","rice, white, with vegetables and gravy, fat added",NA,"rice mixed dishes","quantity not specified","195"
"58165060","rice, white, with vegetables, soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","cup","258"
"58165060","rice, white, with vegetables, soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","quantity not specified","258"
"58165070","rice, white, with vegetables, soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","cup","255"
"58165070","rice, white, with vegetables, soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","quantity not specified","255"
"58165080","rice, white, with vegetables, soy-based sauce, fat added",NA,"fried rice and lo/chow mein","cup","258"
"58165080","rice, white, with vegetables, soy-based sauce, fat added",NA,"fried rice and lo/chow mein","quantity not specified","258"
"58165400","rice, brown, with vegetables, cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","cup","293"
"58165400","rice, brown, with vegetables, cheese and/or cream based sauce, ns as to fat",NA,"rice mixed dishes","quantity not specified","220"
"58165410","rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","cup","289"
"58165410","rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",NA,"rice mixed dishes","quantity not specified","217"
"58165420","rice, brown, with vegetables, cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","cup","293"
"58165420","rice, brown, with vegetables, cheese and/or cream based sauce, fat added",NA,"rice mixed dishes","quantity not specified","220"
"58165430","rice, brown, with vegetables and gravy, ns as to fat",NA,"rice mixed dishes","cup","292"
"58165430","rice, brown, with vegetables and gravy, ns as to fat",NA,"rice mixed dishes","quantity not specified","219"
"58165440","rice, brown, with vegetables and gravy, no added fat",NA,"rice mixed dishes","cup","288"
"58165440","rice, brown, with vegetables and gravy, no added fat",NA,"rice mixed dishes","quantity not specified","216"
"58165450","rice, brown, with vegetables and gravy, fat added",NA,"rice mixed dishes","cup","292"
"58165450","rice, brown, with vegetables and gravy, fat added",NA,"rice mixed dishes","quantity not specified","219"
"58165460","rice, brown, with vegetables, soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","cup","290"
"58165460","rice, brown, with vegetables, soy-based sauce, ns as to fat",NA,"fried rice and lo/chow mein","quantity not specified","290"
"58165470","rice, brown, with vegetables, soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","cup","286"
"58165470","rice, brown, with vegetables, soy-based sauce, no added fat",NA,"fried rice and lo/chow mein","quantity not specified","286"
"58165480","rice, brown, with vegetables, soy-based sauce, fat added",NA,"fried rice and lo/chow mein","cup","290"
"58165480","rice, brown, with vegetables, soy-based sauce, fat added",NA,"fried rice and lo/chow mein","quantity not specified","290"
"58174000","upma, indian breakfast dish",NA,"grits and other cooked cereals","cup, cooked","170"
"58174000","upma, indian breakfast dish",NA,"grits and other cooked cereals","quantity not specified","170"
"58174100","dosa (indian), with filling",NA,"turnovers and other grain-based items","small","113"
"58174100","dosa (indian), with filling",NA,"turnovers and other grain-based items","medium","267"
"58174100","dosa (indian), with filling",NA,"turnovers and other grain-based items","large","523"
"58174100","dosa (indian), with filling",NA,"turnovers and other grain-based items","surface inch","3.4"
"58174100","dosa (indian), with filling",NA,"turnovers and other grain-based items","quantity not specified","267"
"58175000","vada, fried dumpling",NA,"turnovers and other grain-based items","vada","29"
"58175000","vada, fried dumpling",NA,"turnovers and other grain-based items","quantity not specified","58"
"58175110","tabbouleh",NA,"turnovers and other grain-based items","cup","160"
"58175110","tabbouleh",NA,"turnovers and other grain-based items","quantity not specified","80"
"58200250","wrap sandwich, filled with vegetables",NA,"other sandwiches (single code)","sandwich","273"
"58200250","wrap sandwich, filled with vegetables",NA,"other sandwiches (single code)","quantity not specified","273"
"58201000","jelly sandwich, regular jelly, nfs",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201000","jelly sandwich, regular jelly, nfs",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201000","jelly sandwich, regular jelly, nfs",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201005","jelly sandwich, regular jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201005","jelly sandwich, regular jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201005","jelly sandwich, regular jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201015","jelly sandwich, regular jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201015","jelly sandwich, regular jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201015","jelly sandwich, regular jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201025","jelly sandwich, regular jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201025","jelly sandwich, regular jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201025","jelly sandwich, regular jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201035","jelly sandwich, reduced sugar jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201035","jelly sandwich, reduced sugar jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201035","jelly sandwich, reduced sugar jelly, on white bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201045","jelly sandwich, reduced sugar jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201045","jelly sandwich, reduced sugar jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201045","jelly sandwich, reduced sugar jelly, on wheat bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58201055","jelly sandwich, reduced sugar jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich","100"
"58201055","jelly sandwich, reduced sugar jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","sandwich (1 slice bread)","50"
"58201055","jelly sandwich, reduced sugar jelly, on whole wheat bread",NA,"peanut butter and jelly sandwiches (single code)","quantity not specified","100"
"58301050","lasagna with cheese and meat sauce, diet frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","weight watchers meal (11 oz)","312"
"58301050","lasagna with cheese and meat sauce, diet frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","budget gourmet meal (10 oz)","284"
"58301050","lasagna with cheese and meat sauce, diet frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","quantity not specified","312"
"58301110","vegetable lasagna, frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","stouffer's meal (10.5 oz)","298"
"58301110","vegetable lasagna, frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","quantity not specified","312"
"58301150","zucchini lasagna, diet frozen meal",NA,"pasta mixed dishes, excludes macaroni and cheese","lean cuisine meal (11 oz)","312"
